v0_cpu, 1, 0.674238
v0_cpu, 10, 0.702173
v0_cpu, 100, 1.02261
v0_cpu, 1000, 4.35318
v0_cpu, 10000, 41.62671
v0_cpu, 1, 0.668657
v0_cpu, 10, 0.730832
v0_cpu, 100, 1.088582
v0_cpu, 1000, 4.522958
v0_cpu, 10000, 40.464516
v0_cpu, 1, 0.662464
v0_cpu, 10, 0.695758
v0_cpu, 100, 1.016861
v0_cpu, 1000, 4.371927
v0_cpu, 10000, 40.420798
v0_cpu, 1, 0.662725
v0_cpu, 10, 0.689816
v0_cpu, 100, 1.013174
v0_cpu, 1000, 4.353286
v0_cpu, 10000, 40.362801
v0_cpu, 1, 0.656015
v0_cpu, 10, 0.694116
v0_cpu, 100, 1.02493
v0_cpu, 1000, 4.362522
v0_cpu, 10000, 40.37876
v0_cpu, 1, 0.663306
v0_cpu, 10, 0.689622
v0_cpu, 100, 1.002813
v0_cpu, 1000, 4.353555
v0_cpu, 10000, 40.448432
v0_cpu, 1, 0.659486
v0_cpu, 10, 0.686635
v0_cpu, 100, 1.021527
v0_cpu, 1000, 4.346773
v0_cpu, 10000, 40.509352
v0_cpu, 1, 0.670209
v0_cpu, 10, 0.694562
v0_cpu, 100, 1.006862
v0_cpu, 1000, 4.369976
v0_cpu, 10000, 40.246528
v0_cpu, 1, 0.657097
v0_cpu, 10, 0.696684
v0_cpu, 100, 1.008939
v0_cpu, 1000, 4.347804
v0_cpu, 10000, 40.383304
v0_cpu, 1, 0.658542
v0_cpu, 10, 0.695751
v0_cpu, 100, 1.005883
v0_cpu, 1000, 4.346239
v0_cpu, 10000, 40.331893
v1_gpu, 1, 0.119603
v1_gpu, 10, 0.205586
v1_gpu, 100, 0.800476
v1_gpu, 1000, 6.922385
v1_gpu, 10000, 68.824021
v1_gpu, 1, 0.090244
v1_gpu, 10, 0.214106
v1_gpu, 100, 0.814579
v1_gpu, 1000, 7.018048
v1_gpu, 10000, 69.717124
v1_gpu, 1, 0.097768
v1_gpu, 10, 0.22034
v1_gpu, 100, 0.761434
v1_gpu, 1000, 7.1017
v1_gpu, 10000, 70.346848
v1_gpu, 1, 0.09333
v1_gpu, 10, 0.218651
v1_gpu, 100, 0.759871
v1_gpu, 1000, 7.132246
v1_gpu, 10000, 71.201026
v1_gpu, 1, 0.089178
v1_gpu, 10, 0.21554
v1_gpu, 100, 0.779891
v1_gpu, 1000, 7.203895
v1_gpu, 10000, 73.628346
v1_gpu, 1, 0.094522
v1_gpu, 10, 0.231596
v1_gpu, 100, 0.772322
v1_gpu, 1000, 7.435357
v1_gpu, 10000, 72.797575
v1_gpu, 1, 0.108015
v1_gpu, 10, 0.219315
v1_gpu, 100, 0.853939
v1_gpu, 1000, 7.306352
v1_gpu, 10000, 73.578106
v1_gpu, 1, 0.103488
v1_gpu, 10, 0.227044
v1_gpu, 100, 0.777216
v1_gpu, 1000, 7.402093
v1_gpu, 10000, 73.209575
v1_gpu, 1, 0.089906
v1_gpu, 10, 0.229317
v1_gpu, 100, 0.813457
v1_gpu, 1000, 7.352229
v1_gpu, 10000, 74.68001
v1_gpu, 1, 0.107271
v1_gpu, 10, 0.240889
v1_gpu, 100, 0.864203
v1_gpu, 1000, 7.728392
v1_gpu, 10000, 75.305523
v2_gpu, 1, 0.123341
v2_gpu, 10, 0.197105
v2_gpu, 100, 0.796572
v2_gpu, 1000, 6.579149
v2_gpu, 10000, 66.714962
v2_gpu, 1, 0.115168
v2_gpu, 10, 0.203172
v2_gpu, 100, 0.766952
v2_gpu, 1000, 6.648329
v2_gpu, 10000, 66.664404
v2_gpu, 1, 0.135323
v2_gpu, 10, 0.21688
v2_gpu, 100, 0.741886
v2_gpu, 1000, 6.540042
v2_gpu, 10000, 66.371109
v2_gpu, 1, 0.12096
v2_gpu, 10, 0.262435
v2_gpu, 100, 0.676455
v2_gpu, 1000, 6.449914
v2_gpu, 10000, 65.735082
v2_gpu, 1, 0.098343
v2_gpu, 10, 0.207751
v2_gpu, 100, 0.685709
v2_gpu, 1000, 6.605454
v2_gpu, 10000, 66.245091
v2_gpu, 1, 0.114978
v2_gpu, 10, 0.208025
v2_gpu, 100, 0.787032
v2_gpu, 1000, 6.591741
v2_gpu, 10000, 66.561104
v2_gpu, 1, 0.112804
v2_gpu, 10, 0.23245
v2_gpu, 100, 0.796434
v2_gpu, 1000, 6.660138
v2_gpu, 10000, 67.562758
v2_gpu, 1, 0.111724
v2_gpu, 10, 0.20629
v2_gpu, 100, 0.785853
v2_gpu, 1000, 6.477332
v2_gpu, 10000, 65.987338
v2_gpu, 1, 0.116524
v2_gpu, 10, 0.221985
v2_gpu, 100, 0.743832
v2_gpu, 1000, 6.535998
v2_gpu, 10000, 66.287583
v2_gpu, 1, 0.108907
v2_gpu, 10, 0.201489
v2_gpu, 100, 0.703086
v2_gpu, 1000, 6.526412
v2_gpu, 10000, 66.268496
